property_id,location,environment,property_type,nightly_price,features,tags,min_guests,max_guests
P000365,"Tulum, Mexico",beach,bungalow,205,"air conditioning,balcony,gym,kitchen,parking,pet friendly,security,washer dryer","beach,budget,family,romantic",3,6
P000366,"New Orleans, USA",coast,bungalow,165,"air conditioning,balcony,breakfast included,city view,kitchen,near metro,parking,pet friendly,security,tv","coast,long stay,luxury,near metro,ocean view,romantic,urban",1,3
P000367,"Jeddah, Saudi Arabia",beach,villa,250,"city view,elevator,gym,pet friendly,smart lock,tv,washer dryer,workspace","beach,beachfront,business,desert,long stay,luxury,romantic,urban",5,10
P000368,"Victoria, Seychelles",beach,apartment,150,"air conditioning,gym,ocean view,pet friendly,pool,wifi,workspace","beach,beachfront,family,island,luxury",1,2
P000369,"São Paulo, Brazil",urban,condo,160,"balcony,breakfast included,elevator,gym,security,tv,washer dryer,wifi","city center,long stay,mid-range,urban",2,4
P000370,"Goa, India",beach,hotel,90,"air conditioning,elevator,pool,washer dryer,wifi,workspace","beach,beachfront,mid-range,romantic",2,4
P000371,"Lima, Peru",coast,bungalow,180,"24h check-in,air conditioning,beach access,elevator,gym,pool,sea view,security,smart lock,tv,workspace","budget,bungalow,business,coast,family,ocean view,pet-friendly,urban",3,6
P000372,"Los Angeles, USA",beach,cabin,280,"24h check-in,balcony,beach access,breakfast included,fireplace,mountain view,ocean view,outdoor shower,pet friendly,smart lock,tv,wifi","beach,budget,family,hiking,mountain,near metro,pet-friendly,quiet,romantic,urban",4,8
P000373,"Barcelona, Spain",beach,loft,295,"balcony,city view,elevator,gym,near metro,wifi,workspace","beach,city center,family,long stay,luxury,ocean view,urban",1,3
P000374,"Edinburgh, UK",urban,townhouse,210,"air conditioning,balcony,city view,elevator,gym,heritage building,smart lock,workspace","city center,historic,mid-range,near metro,urban",1,3
P000375,"Tokyo, Japan",urban,loft,360,"24h check-in,breakfast included,city view,kitchen,near metro,security,smart lock,tv","loft,long stay,mid-range,pet-friendly,urban",2,5
P000376,"Las Vegas, USA",urban,loft,135,"balcony,city view,elevator,parking,pet friendly,pool,smart lock,tv,workspace","desert,luxury,near metro,pet-friendly,urban",3,6
P000377,"São Paulo, Brazil",urban,guesthouse,175,"balcony,breakfast included,city view,elevator,near metro,parking,smart lock,tv,wifi,workspace","business,long stay,mid-range,urban",3,6
P000378,"Denver, USA",mountain,condo,165,"air conditioning,city view,elevator,fireplace,near metro,parking,security,smart lock,tv,washer dryer,workspace","business,luxury,mountain,nature,near metro,ski,urban",2,5
P000379,"Zanzibar City, Tanzania",beach,villa,260,"air conditioning,beachfront,outdoor shower,pool,security,smart lock,washer dryer,wifi,workspace","beach,family,island,mid-range,romantic",2,4
P000380,"Wellington, New Zealand",coast,loft,135,"air conditioning,breakfast included,city view,elevator,kitchen,near metro,parking,pool,security,tv,workspace","business,city center,coast,family,luxury,romantic,urban",1,2
P000381,"Istanbul, Turkey",waterfront,studio,105,"air conditioning,balcony,elevator,gym,kitchen,near metro,parking,pet friendly,washer dryer,water view","business,long stay,mid-range,urban,waterfront",1,1
P000382,"Muscat, Oman",beach,villa,260,"air conditioning,balcony,beach access,breakfast included,gym,rooftop terrace,shade courtyard,tv,washer dryer,wifi,workspace","beach,desert,hiking,mid-range,mountain,near metro,ocean view,pet-friendly,romantic,ski,urban",3,6
P000383,"Istanbul, Turkey",waterfront,houseboat,115,"24h check-in,balcony,gym,pet friendly,smart lock,water view,workspace","long stay,mid-range,pet-friendly,urban,waterfront",1,3
P000384,"Edinburgh, UK",urban,guesthouse,125,"24h check-in,balcony,city view,elevator,kitchen,near metro,pet friendly,rooftop terrace,smart lock,tv","budget,historic,long stay,near metro,urban",3,6
P000385,"Osaka, Japan",urban,guesthouse,115,"air conditioning,elevator,kitchen,parking,workspace","business,long stay,mid-range,urban",2,5
P000386,"Naples, Italy",beach,hotel,185,"24h check-in,air conditioning,balcony,city view,elevator,kitchen,near metro,parking,pet friendly,washer dryer","beach,beachfront,budget,near metro,ocean view,pet-friendly,urban",1,2
P000387,"Stockholm, Sweden",lake,apartment,240,"24h check-in,air conditioning,balcony,breakfast included,city view,elevator,kayaks,kitchen,near metro,ocean view,tv,washer dryer,wifi","beachfront,business,island,lake,long stay,mid-range,romantic,urban",2,5
P000388,"Athens, Greece",beach,hotel,250,"24h check-in,air conditioning,city view,elevator,near metro,parking,pet friendly,smart lock,tv,washer dryer,wifi","beach,city center,long stay,luxury,ocean view,romantic,urban",1,2
P000389,"Budapest, Hungary",urban,studio,170,"balcony,breakfast included,city view,elevator,kitchen,near metro,river view,security,smart lock,tv,washer dryer,wifi","business,long stay,mid-range,river,urban",1,2
P000390,"Pokhara, Nepal",mountain,cabin,55,"air conditioning,elevator,fireplace,hot tub,security,ski storage,tv,washer dryer","lake,luxury,mountain,nature,quiet",3,6
P000391,"Sharjah, UAE",beach,bungalow,145,"air conditioning,balcony,breakfast included,city view,elevator,gym,near metro,ocean view,pool,rooftop terrace,washer dryer","beach,beachfront,budget,bungalow,desert,long stay,pet-friendly,romantic,urban",2,4
P000392,"Reykjavik, Iceland",coast,apartment,290,"24h check-in,air conditioning,beach access,blackout curtains,breakfast included,city view,elevator,gym,kitchen,near metro,panoramic window,pet friendly,pool,sea view,wifi","business,coast,family,luxury,near metro,northern lights,ocean view,urban",2,5
P000393,"Budapest, Hungary",urban,loft,115,"city view,gym,kitchen,near metro,parking,pet friendly,security,workspace","business,long stay,luxury,river,urban",1,2
P000394,"Nice, France",beach,loft,235,"beachfront,breakfast included,city view,elevator,gym,kitchen,near metro,pool,security,workspace","beach,beachfront,business,luxury,near metro,ocean view,urban",1,3
P000395,"Chicago, USA",lake,cabin,280,"air conditioning,dock,kitchen,lake view,near metro,parking,pet friendly,sauna,security,smart lock,washer dryer,wifi","business,city center,lake,mid-range,urban",3,6
P000396,"Sapporo, Japan",mountain,villa,220,"balcony,boot warmers,city view,elevator,gym,kitchen,near metro,parking,sauna,ski in/out,tv,workspace","city center,hiking,long stay,mid-range,mountain,quiet,ski,urban",3,6
P000397,"Mykonos, Greece",beach,villa,175,"24h check-in,breakfast included,elevator,gym,outdoor shower,pool,smart lock,workspace","beach,beachfront,island,mid-range,ocean view,villa",7,14
P000398,"Porto, Portugal",coast,hotel,215,"24h check-in,beach access,breakfast included,city view,elevator,kitchen,near metro,pool,tv,washer dryer,wifi,workspace","beachfront,city center,coast,luxury,pet-friendly,romantic,urban",1,2
P000399,"Helsinki, Finland",coast,condo,155,"balcony,breakfast included,city view,elevator,kitchen,near metro,pet friendly,pool,sea view,washer dryer","budget,city center,coast,family,near metro,romantic,urban",2,5
P000400,"Ottawa, Canada",lake,apartment,195,"air conditioning,breakfast included,city view,dock,elevator,gym,near metro,sauna,wifi,workspace","apartment,budget,city center,lake,near metro,urban",2,5
P000401,"Lyon, France",urban,townhouse,115,"air conditioning,city view,gym,parking,security,wifi,workspace","budget,near metro,pet-friendly,urban",1,3
P000402,"Rio de Janeiro, Brazil",beach,cabin,145,"24h check-in,air conditioning,city view,elevator,gym,kitchen,near metro,outdoor shower,pool,smart lock,tv,wifi,workspace","beach,beachfront,business,city center,family,mid-range,mountain,nature,ski,urban",2,5
P000403,"Sharm El Sheikh, Egypt",beach,apartment,150,"24h check-in,air conditioning,breakfast included,elevator,gym,parking,pool,rooftop terrace,smart lock,tv,wifi","beach,desert,family,mid-range,romantic",2,5
P000404,"Barcelona, Spain",beach,townhouse,230,"air conditioning,breakfast included,city view,elevator,gym,near metro,outdoor shower,parking,pet friendly,washer dryer,wifi","beach,business,long stay,luxury,ocean view,romantic,urban",3,7
P000405,"Johannesburg, South Africa",urban,townhouse,155,"24h check-in,air conditioning,gym,parking,smart lock,tv,washer dryer","budget,long stay,near metro,townhouse,urban",4,8
P000406,"Cusco, Peru",mountain,cabin,115,"24h check-in,balcony,city view,elevator,gym,hiking trails,near metro,parking,tv,washer dryer,wifi","budget,city center,mountain,pet-friendly,quiet,ski,urban",4,8
P000407,"Madrid, Spain",urban,loft,125,"24h check-in,air conditioning,balcony,elevator,security,smart lock,washer dryer,wifi","city center,long stay,mid-range,urban",1,3
P000408,"Lyon, France",urban,apartment,145,"elevator,kitchen,security,smart lock,wifi","apartment,city center,mid-range,near metro,urban",3,6
P000409,"Sharm El Sheikh, Egypt",beach,villa,245,"air conditioning,balcony,breakfast included,kitchen,rooftop terrace,security,smart lock,tv,workspace","beach,beachfront,budget,desert,romantic",6,12
P000410,"Bariloche, Argentina",mountain,chalet,230,"24h check-in,balcony,boot warmers,breakfast included,dock,kitchen,lake view,mountain view,pet friendly,sauna,ski in/out,washer dryer","budget,hiking,lake,mountain,ski",4,8
P000411,"Honolulu, USA",beach,bungalow,205,"24h check-in,air conditioning,breakfast included,elevator,outdoor shower,pet friendly,pool,smart lock,wifi,workspace","beach,budget,business,family,island,ocean view,pet-friendly,urban",2,4
P000412,"Florence, Italy",urban,studio,95,"24h check-in,city view,elevator,gym,heritage building,smart lock,tv,workspace","city center,historic,luxury,pet-friendly,urban",1,2
P000413,"Porto, Portugal",coast,villa,170,"24h check-in,balcony,breakfast included,elevator,kitchen,near metro,parking,washer dryer","business,coast,luxury,ocean view,pet-friendly,romantic,urban",6,12
P000414,"Lyon, France",urban,studio,185,"balcony,city view,elevator,kitchen,near metro,security,washer dryer,wifi,workspace","business,luxury,near metro,urban",1,1
P000415,"Split, Croatia",beach,condo,170,"24h check-in,air conditioning,breakfast included,ocean view,outdoor shower,pet friendly,sea view,smart lock,tv,workspace","beach,budget,coast,condo,family,ocean view",2,4
P000416,"Zanzibar City, Tanzania",beach,hotel,120,"air conditioning,beach access,beachfront,gym,ocean view,outdoor shower,parking,pet friendly,pool,scooter rental,wifi","beach,island,luxury,ocean view,romantic",1,1
P000417,"Cusco, Peru",mountain,loft,135,"24h check-in,air conditioning,breakfast included,elevator,gym,security,ski storage","city center,long stay,mid-range,mountain,quiet,ski,urban",1,3
P000418,"Madrid, Spain",urban,loft,170,"balcony,kitchen,near metro,tv,washer dryer,wifi","business,mid-range,pet-friendly,urban",2,5
P000419,"Lima, Peru",coast,apartment,195,"24h check-in,beach access,near metro,pet friendly,pool,sea view,tv,washer dryer,wifi,workspace","city center,coast,luxury,ocean view,pet-friendly,romantic,urban",1,3
P000420,"Medellín, Colombia",mountain,hotel,135,"24h check-in,air conditioning,breakfast included,city view,elevator,gym,hiking trails,mountain view,near metro,security,ski storage,smart lock,tv","business,city center,mid-range,mountain,nature,quiet,urban",2,4
P000421,"Copenhagen, Denmark",coast,apartment,335,"24h check-in,beach access,elevator,kitchen,parking,security,smart lock,workspace","apartment,beachfront,city center,coast,family,luxury,pet-friendly,urban",3,6
P000422,"Ottawa, Canada",lake,guesthouse,210,"breakfast included,city view,dock,elevator,gym,kayaks,kitchen,lake view,near metro,security,tv","budget,lake,long stay,near metro,urban",1,2
P000423,"Busan, South Korea",beach,studio,125,"air conditioning,beachfront,elevator,kitchen,near metro,ocean view,smart lock,washer dryer","beach,beachfront,business,long stay,luxury,ocean view,urban",1,2
P000424,"Reykjavik, Iceland",coast,apartment,325,"24h check-in,air conditioning,balcony,blackout curtains,city view,elevator,kitchen,near metro,pet friendly,pool,smart lock,washer dryer","beachfront,budget,coast,long stay,northern lights,ocean view,pet-friendly,urban",1,2
P000425,"Wellington, New Zealand",coast,bungalow,205,"parking,pet friendly,pool,washer dryer,wifi,workspace","budget,business,coast,near metro,ocean view,romantic,urban",2,5
P000426,"Havana, Cuba",beach,guesthouse,195,"24h check-in,air conditioning,beachfront,city view,elevator,near metro,ocean view,parking,pet friendly,smart lock,workspace","beach,city center,family,long stay,mid-range,romantic,urban",1,2
P000427,"Alappuzha, India",waterfront,condo,65,"air conditioning,balcony,breakfast included,elevator,kitchen,tv,washer dryer,water view,wifi","budget,coast,family,ocean view,waterfront",1,3
P000428,"Busan, South Korea",beach,loft,190,"24h check-in,balcony,beachfront,breakfast included,gym,parking,security,washer dryer,workspace","beach,beachfront,loft,long stay,luxury,pet-friendly,romantic,urban",2,4
P000429,"Cusco, Peru",mountain,loft,125,"24h check-in,elevator,fireplace,hot tub,kitchen,mountain view,security,workspace","business,hiking,luxury,mountain,nature,pet-friendly,urban",3,6
P000430,"Lisbon, Portugal",coast,townhouse,105,"breakfast included,elevator,gym,near metro,parking,pool,sea view,security,washer dryer,wifi","beachfront,coast,family,long stay,mid-range,near metro,urban",2,5
P000431,"Prague, Czechia",urban,apartment,105,"air conditioning,elevator,gym,kitchen,near metro,parking,security,tv,washer dryer","apartment,luxury,near metro,pet-friendly,urban",1,3
P000432,"Sharjah, UAE",beach,townhouse,95,"24h check-in,air conditioning,city view,elevator,near metro,outdoor shower,parking,pool,security,washer dryer,wifi,workspace","beach,desert,long stay,luxury,ocean view,pet-friendly,romantic,urban",2,4
P000433,"Mykonos, Greece",beach,apartment,140,"24h check-in,balcony,elevator,gym,kitchen,parking,pet friendly,pool,wifi","apartment,beach,beachfront,budget,island,romantic",2,4
P000434,"Sapporo, Japan",mountain,cabin,190,"boot warmers,city view,gym,near metro,pet friendly,sauna,ski in/out,smart lock,tv,wifi","business,hiking,luxury,mountain,near metro,quiet,ski,urban",3,7
P000435,"Brighton, UK",beach,townhouse,230,"balcony,beachfront,kitchen,pet friendly,security,wifi","beach,city center,family,long stay,luxury,romantic,urban",3,7
P000436,"Paris, France",urban,studio,220,"24h check-in,city view,elevator,kitchen,near metro,pet friendly,security,washer dryer","long stay,mid-range,pet-friendly,urban",1,1
P000437,"Edinburgh, UK",urban,riad,250,"24h check-in,balcony,elevator,kitchen,parking,rooftop terrace,tv,wifi,workspace","business,historic,mid-range,pet-friendly,urban",1,3
P000438,"Tulum, Mexico",beach,bungalow,130,"24h check-in,air conditioning,beach access,ocean view,outdoor shower,security,tv,washer dryer,wifi","beach,beachfront,mid-range,ocean view",1,3
P000439,"Chiang Mai, Thailand",mountain,guesthouse,35,"24h check-in,air conditioning,elevator,hiking trails,tv,workspace","budget,city center,mountain,nature,pet-friendly,ski,urban",1,3
P000440,"Innsbruck, Austria",mountain,apartment,150,"24h check-in,boot warmers,breakfast included,gym,hiking trails,hot tub,sauna,security,tv,workspace","hiking,mid-range,mountain,ski",2,4
P000441,"Miami, USA",beach,townhouse,275,"beach access,beachfront,breakfast included,gym,near metro,parking,pool,security,workspace","beach,beachfront,budget,long stay,near metro,ocean view,townhouse,urban",2,4
P000442,"Victoria, Seychelles",beach,resort,300,"balcony,gym,parking,tv,washer dryer,workspace","beach,beachfront,island,mid-range,ocean view,resort",1,3
P000443,"Amman, Jordan",urban,guesthouse,65,"air conditioning,kitchen,parking,rooftop terrace,smart lock,washer dryer,wifi","budget,business,city center,desert,urban",1,3
P000444,"Göreme, Turkey",mountain,hotel,175,"24h check-in,courtyard,elevator,heritage building,kitchen,mountain view,pet friendly,rooftop terrace,shade courtyard,tv,workspace","budget,desert,historic,mountain,nature,quiet",1,3
P000445,"Zurich, Switzerland",mountain,townhouse,230,"air conditioning,balcony,city view,elevator,hiking trails,near metro,parking,washer dryer,wifi,workspace","business,lake,long stay,mid-range,mountain,nature,quiet,townhouse,urban",2,5
P000446,"Leh, India",mountain,resort,140,"24h check-in,gym,mountain view,parking,pet friendly,pool,rooftop terrace,shade courtyard,tv,washer dryer,wifi,workspace","desert,mid-range,mountain,quiet,ski",4,9
P000447,"Leh, India",mountain,guesthouse,70,"24h check-in,air conditioning,fireplace,gym,kitchen,mountain view,rooftop terrace,shade courtyard,washer dryer","desert,mid-range,mountain,nature,ski",2,5
P000448,"San Juan, Puerto Rico",beach,loft,130,"air conditioning,balcony,beachfront,elevator,gym,kitchen,near metro,outdoor shower,parking,tv,washer dryer,wifi","beach,beachfront,city center,family,loft,luxury,pet-friendly,urban",2,4
P000449,"Chamonix, France",mountain,villa,220,"24h check-in,air conditioning,boot warmers,breakfast included,fireplace,hot tub,parking,sauna,smart lock,washer dryer,workspace","luxury,mountain,nature,quiet,ski,villa",4,9
P000450,"Berlin, Germany",urban,townhouse,135,"24h check-in,breakfast included,city view,elevator,gym,near metro,parking,security,smart lock","budget,business,city center,urban",3,6
P000451,"Johannesburg, South Africa",urban,condo,155,"air conditioning,balcony,elevator,security,tv,washer dryer,wifi,workspace","business,condo,long stay,mid-range,urban",2,5
P000452,"Zanzibar City, Tanzania",beach,villa,220,"24h check-in,air conditioning,balcony,breakfast included,ocean view,pool,security,tv,wifi","beach,beachfront,family,island,mid-range,villa",5,10
P000453,"Nice, France",beach,loft,130,"24h check-in,air conditioning,breakfast included,city view,elevator,kitchen,near metro,washer dryer,wifi,workspace","beach,beachfront,business,long stay,mid-range,ocean view,urban",3,6
P000454,"Honolulu, USA",beach,studio,155,"24h check-in,air conditioning,balcony,beachfront,elevator,outdoor shower,pet friendly,pool,wifi,workspace","beach,family,island,luxury,near metro,ocean view,pet-friendly,urban",1,1
P000455,"Hamburg, Germany",waterfront,houseboat,175,"balcony,breakfast included,elevator,gym,parking,washer dryer,workspace","city center,long stay,luxury,urban,waterfront",3,6
P000456,"Singapore, Singapore",urban,villa,335,"balcony,beachfront,breakfast included,city view,gym,kitchen,near metro,ocean view,pool,smart lock,tv,washer dryer,wifi","family,island,long stay,luxury,ocean view,pet-friendly,urban,villa",5,11
P000457,"Los Angeles, USA",beach,chalet,315,"city view,elevator,kitchen,near metro,parking,security,smart lock,washer dryer,workspace","beach,budget,business,mountain,nature,ocean view,pet-friendly,romantic,ski,urban",3,6
P000458,"Rio de Janeiro, Brazil",beach,apartment,110,"24h check-in,balcony,breakfast included,elevator,fireplace,hiking trails,hot tub,near metro,outdoor shower,parking,pet friendly,pool,smart lock,wifi","beach,budget,hiking,long stay,mountain,near metro,ocean view,quiet,romantic,urban",1,2
P000459,"Edinburgh, UK",urban,guesthouse,120,"air conditioning,breakfast included,courtyard,elevator,heritage building,kitchen,pet friendly","budget,business,historic,near metro,urban",1,3
P000460,"Athens, Greece",beach,townhouse,130,"24h check-in,beach access,beachfront,elevator,pool,security,smart lock,workspace","beach,beachfront,budget,city center,ocean view,pet-friendly,urban",4,8
P000461,"Leh, India",mountain,chalet,125,"24h check-in,balcony,fireplace,pet friendly,pool,smart lock,wifi","budget,chalet,desert,mountain,quiet,ski",3,7
P000462,"Nice, France",beach,loft,165,"breakfast included,elevator,kitchen,near metro,parking,pet friendly,tv","beach,beachfront,business,mid-range,ocean view,pet-friendly,urban",2,4
P000463,"Calgary, Canada",mountain,loft,140,"24h check-in,balcony,kitchen,parking,ski storage,tv,washer dryer,wifi,workspace","business,hiking,long stay,luxury,mountain,quiet,urban",1,3
P000464,"Stockholm, Sweden",lake,condo,245,"air conditioning,balcony,breakfast included,city view,elevator,kayaks,lake view,pet friendly,security,smart lock,workspace","family,island,lake,long stay,luxury,pet-friendly,romantic,urban",1,2
P000465,"Havana, Cuba",beach,apartment,145,"24h check-in,beach access,city view,elevator,kitchen,near metro,parking,tv,washer dryer","apartment,beach,beachfront,business,long stay,mid-range,ocean view,urban",1,3
P000466,"New York, USA",urban,condo,280,"air conditioning,balcony,breakfast included,elevator,near metro,pet friendly,security,washer dryer,wifi","budget,business,condo,pet-friendly,urban",3,6
P000467,"Seattle, USA",mountain,townhouse,275,"air conditioning,balcony,city view,elevator,firepit,hammocks,hiking trails,mountain view,near metro,pet friendly,sea view,security,tv","coast,family,forest,hiking,luxury,mountain,near metro,ocean view,pet-friendly,ski,urban",2,4
P000468,"Copenhagen, Denmark",coast,guesthouse,250,"24h check-in,air conditioning,beach access,breakfast included,city view,gym,near metro,parking,pool,security,tv,washer dryer","coast,long stay,luxury,near metro,ocean view,romantic,urban",1,2
P000469,"Accra, Ghana",beach,condo,100,"24h check-in,beach access,elevator,kitchen,pet friendly,security,washer dryer","beach,family,long stay,mid-range,ocean view,pet-friendly,urban",2,5
P000470,"Valparaíso, Chile",coast,apartment,130,"24h check-in,air conditioning,breakfast included,gym,parking,wifi","coast,family,mid-range,ocean view",2,4
P000471,"Brisbane, Australia",beach,loft,155,"beach access,breakfast included,kitchen,near metro,outdoor shower,pet friendly,pool,security,tv,washer dryer,wifi,workspace","beach,beachfront,business,family,long stay,mid-range,urban",2,5
P000472,"Krakow, Poland",urban,hotel,95,"balcony,breakfast included,heritage building,security,smart lock,workspace","historic,hotel,long stay,luxury,pet-friendly,urban",2,4
P000473,"Krakow, Poland",urban,guesthouse,85,"24h check-in,breakfast included,city view,courtyard,elevator,heritage building,kitchen,near metro,pet friendly,rooftop terrace,workspace","business,historic,long stay,luxury,urban",1,1
P000474,"Cape Town, South Africa",beach,bungalow,280,"24h check-in,air conditioning,breakfast included,parking,pet friendly,pool,security,washer dryer","beach,city center,family,mid-range,mountain,nature,pet-friendly,quiet,romantic,urban",1,2
P000475,"Stockholm, Sweden",lake,cabin,330,"air conditioning,beachfront,breakfast included,elevator,gym,ocean view,parking,scooter rental,security","family,island,lake,mid-range,near metro,ocean view,pet-friendly,urban",2,4
P000476,"Nice, France",beach,condo,150,"24h check-in,balcony,beachfront,city view,kitchen,outdoor shower,pet friendly,pool,smart lock,washer dryer,wifi","beach,beachfront,budget,business,city center,romantic,urban",1,2
P000477,"Vancouver, Canada",mountain,hotel,295,"24h check-in,balcony,beachfront,breakfast included,city view,elevator,firepit,fireplace,gym,hiking trails,mountain view,near metro,ocean view,pet friendly,pool,security,ski storage,tv","beach,city center,family,forest,mid-range,mountain,nature,pet-friendly,romantic,ski,urban",1,3
P000478,"Bariloche, Argentina",mountain,hotel,190,"24h check-in,balcony,boot warmers,lake view,sauna,security,ski in/out,smart lock,wifi,workspace","lake,luxury,mountain,nature,ski",2,4
P000479,"Edinburgh, UK",urban,studio,250,"24h check-in,air conditioning,breakfast included,city view,elevator,tv,wifi","budget,business,historic,long stay,urban",1,2
P000480,"Barcelona, Spain",beach,townhouse,285,"air conditioning,beach access,breakfast included,city view,elevator,kitchen,near metro,parking,pool,smart lock,workspace","beach,budget,business,family,near metro,romantic,urban",4,8
P000481,"Cusco, Peru",mountain,cabin,95,"24h check-in,balcony,city view,elevator,hot tub,kitchen,near metro,parking,pet friendly,security,tv","budget,business,city center,hiking,mountain,nature,urban",4,8
P000482,"Zurich, Switzerland",mountain,cabin,240,"air conditioning,balcony,hiking trails,hot tub,pet friendly,sauna,security,ski storage,tv,washer dryer,wifi","budget,hiking,lake,mountain,near metro,pet-friendly,ski,urban",3,6
P000483,"Cartagena, Colombia",beach,condo,95,"24h check-in,air conditioning,gym,parking,rooftop terrace,security,washer dryer,workspace","beach,family,historic,luxury,ocean view",1,3
P000484,"Lisbon, Portugal",coast,hotel,190,"balcony,breakfast included,elevator,gym,pet friendly,pool,washer dryer,wifi","city center,coast,luxury,near metro,ocean view,romantic,urban",2,4
P000485,"Hamburg, Germany",waterfront,apartment,120,"balcony,city view,gym,kitchen,near metro,pet friendly,security,smart lock,tv,water view,workspace","business,city center,luxury,urban,waterfront",3,6
P000486,"Amsterdam, Netherlands",urban,guesthouse,130,"24h check-in,air conditioning,balcony,bikes included,breakfast included,canal view,city view,kitchen,parking,washer dryer,wifi","business,canal,city center,guesthouse,mid-range,urban",2,4
P000487,"Seattle, USA",mountain,bungalow,220,"air conditioning,beach access,hammocks,hiking trails,hot tub,mountain view,parking,pet friendly,pool,sea view,security,tv,wifi,workspace","budget,bungalow,business,coast,forest,hiking,long stay,mountain,nature,ocean view,romantic,urban",3,6
P000488,"Cusco, Peru",mountain,townhouse,80,"gym,security,ski storage,smart lock,tv,washer dryer","budget,long stay,mountain,nature,pet-friendly,quiet,townhouse,urban",2,4
P000489,"Denver, USA",mountain,townhouse,235,"breakfast included,elevator,gym,pet friendly,security,tv,wifi,workspace","city center,luxury,mountain,near metro,quiet,ski,townhouse,urban",2,4
P000490,"Guadalajara, Mexico",urban,townhouse,205,"air conditioning,near metro,parking,tv,wifi,workspace","budget,business,pet-friendly,townhouse,urban",2,5
P000491,"Lisbon, Portugal",coast,villa,240,"air conditioning,beach access,elevator,parking,pet friendly,pool,washer dryer,wifi,workspace","coast,family,long stay,mid-range,near metro,romantic,urban",4,8
P000492,"Prague, Czechia",urban,studio,190,"air conditioning,near metro,parking,smart lock,washer dryer,wifi","luxury,near metro,pet-friendly,urban",1,1
P000493,"Porto, Portugal",coast,studio,130,"air conditioning,city view,elevator,gym,kitchen,pet friendly,pool,security,washer dryer,workspace","city center,coast,family,luxury,near metro,romantic,urban",1,1
P000494,"Leh, India",mountain,resort,115,"air conditioning,balcony,pet friendly,pool,security,smart lock,workspace","desert,hiking,luxury,mountain,quiet,resort",5,10
P000495,"Wellington, New Zealand",coast,bungalow,235,"24h check-in,air conditioning,balcony,city view,smart lock,washer dryer","budget,city center,coast,long stay,ocean view,romantic,urban",2,4
P000496,"Lisbon, Portugal",coast,condo,180,"24h check-in,balcony,city view,elevator,gym,kitchen,security,tv","budget,city center,coast,family,near metro,ocean view,urban",3,6
P000497,"Queenstown, New Zealand",mountain,guesthouse,105,"24h check-in,air conditioning,elevator,kayaks,lake view,ski storage,washer dryer,wifi,workspace","budget,lake,mountain,nature,quiet",2,5
P000498,"Nairobi, Kenya",nature,tiny_home,115,"24h check-in,balcony,elevator,gym,near metro,parking,pet friendly,solar power,washer dryer,wildlife viewing,workspace","budget,city center,nature,pet-friendly,urban",1,1
P000499,"London, UK",urban,condo,215,"breakfast included,elevator,gym,kitchen,washer dryer","long stay,mid-range,near metro,urban",3,6
P000500,"Lisbon, Portugal",coast,studio,85,"beach access,breakfast included,elevator,near metro,pet friendly,pool,sea view,security,smart lock,wifi","business,city center,coast,family,mid-range,ocean view,urban",1,1
P000501,"Zanzibar City, Tanzania",beach,hotel,170,"balcony,beach access,elevator,kitchen,parking,pool,smart lock,workspace","beach,budget,family,hotel,island,ocean view",2,4
P000502,"Melbourne, Australia",beach,guesthouse,285,"beach access,city view,gym,near metro,outdoor shower,security,smart lock,tv,wifi","beach,budget,city center,family,pet-friendly,romantic,urban",1,3
P000503,"Montreal, Canada",lake,cabin,115,"24h check-in,air conditioning,elevator,gym,kayaks,kitchen,parking,pet friendly,security","lake,long stay,mid-range,near metro,urban",2,5
P000504,"Kathmandu, Nepal",mountain,loft,75,"24h check-in,air conditioning,balcony,city view,elevator,gym,kitchen,near metro,security,workspace","business,hiking,mid-range,mountain,nature,near metro,urban",1,3
P000505,"Singapore, Singapore",urban,apartment,200,"beachfront,city view,elevator,gym,kitchen,near metro,pet friendly,pool,scooter rental,smart lock,washer dryer,workspace","beachfront,city center,island,mid-range,ocean view,pet-friendly,urban",1,3
P000506,"Istanbul, Turkey",waterfront,apartment,130,"balcony,breakfast included,gym,pet friendly,smart lock,tv,washer dryer,water view,wifi,workspace","budget,near metro,pet-friendly,urban,waterfront",2,4
P000507,"Barcelona, Spain",beach,hotel,210,"air conditioning,breakfast included,elevator,gym,kitchen,near metro,parking,smart lock,tv","beach,beachfront,budget,long stay,near metro,ocean view,urban",1,2
P000508,"Lagos, Nigeria",beach,apartment,120,"beach access,breakfast included,elevator,kitchen,near metro,pet friendly,security,wifi","beach,beachfront,family,long stay,mid-range,pet-friendly,urban",3,6
P000509,"Kyoto, Japan",urban,condo,160,"balcony,breakfast included,near metro,parking,pet friendly,security,washer dryer,wifi","budget,business,city center,historic,urban",2,4
P000510,"Muscat, Oman",beach,resort,325,"air conditioning,balcony,beach access,breakfast included,elevator,gym,hot tub,kitchen,mountain view,rooftop terrace,security,washer dryer","beach,beachfront,desert,long stay,luxury,mountain,near metro,quiet,romantic,ski,urban",1,3
P000511,"Miami, USA",beach,guesthouse,225,"balcony,beachfront,elevator,gym,kitchen,security,smart lock,tv,washer dryer","beach,family,luxury,near metro,pet-friendly,romantic,urban",1,2
